id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
391		A	0	6	6	6		en											
391		A	0	7	7	7 – Very high		en											
394		Q	F	A05V4D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">This is a no brainer</span>, coffee has no medical benefits, keep in mind that being a stimulant and tasting good is not a medical benefit. On the other hand going back over 5,000 years marihuana&#x27;s active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">rope, canvas, clothings and other materials</span> as well.... <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">No Contest!</span> Marijuana places high above coffee</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
395		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
396		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
394		A	0	1	1	1 – Very low		en											
394		A	0	2	2	2		en											
394		A	0	3	3	3		en											
394		A	0	4	4	4 – Moderate		en											
394		A	0	5	5	5		en											
394		A	0	6	6	6		en											
394		A	0	7	7	7 – Very high		en											
397		Q	R	A05V4R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
397		A	0	A		Explanation A		en											
397		A	0	B		Explanation B		en											
397		A	0	C		Explanation C		en											
397		A	0	D		Explanation D		en											
398		Q	T	A05V4CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
399		G		P04V4	CONSENT == 'Y' && VERSION == 4	Argument 4 of 7		en											
400		Q	X	A07V4I	1	"<h2>Argument 4 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Will cigarettes finally become illegal?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer. i dont think that is a loss of money. it would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette legality are losers.</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
401		Q	F	A07V4A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in response to</span> another person<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&#x27;s answer, if</span> cigarettes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">were</span> made illegal<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">, it would</span> save countless people<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">s&#x27;</span> health <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and lives. it</span> would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of</span> patients <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">with</span> cigarette<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">-induced</span> cancer<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. i dont</span> think <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that is a loss of</span> money<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. it</span> would only save lives <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> money<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. besides,</span> cigarette industry <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">deserves to</span> crash<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">. i</span> would love <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to</span> see <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that</span> day<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">.</span> all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">s</span>leaseballs selling death deserve <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">to be jobless.</span> not teachers <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and medics and firefighters. those of you who</span> support cigarette <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">legality are losers.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
402		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
403		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
401		A	0	1	1	1 – Very low		en											
401		A	0	2	2	2		en											
401		A	0	3	3	3		en											
401		A	0	4	4	4 – Moderate		en											
401		A	0	5	5	5		en											
401		A	0	6	6	6		en											
401		A	0	7	7	7 – Very high		en											
404		Q	F	A07V4B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless</span> peoples&#x27; health and lives. it would save hospitals <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">thousands of</span> patients with <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">cigarette-induced cancer. i dont think that</span> is a loss of <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">money. it would only</span> save lives and <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">money.</span> besides, cigarette <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">industry</span> deserves to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">crash. i would love to</span> see that <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">day.</span> all those sleaseballs selling death deserve to be <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">jobless.</span> not teachers <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> medics and firefighters. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">those of you</span> who support cigarette legality are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">losers.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
405		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
406		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
404		A	0	1	1	1 – Very low		en											
404		A	0	2	2	2		en											
404		A	0	3	3	3		en											
404		A	0	4	4	4 – Moderate		en											
404		A	0	5	5	5		en											
404		A	0	6	6	6		en											
404		A	0	7	7	7 – Very high		en											
407		Q	F	A07V4C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">answer, if cigarettes were made</span> illegal, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer</span>. i dont think that is a loss of money. it <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">would only save lives and money. besides, cigarette industry deserves to crash. i would</span> love to see that day. all those sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">who support cigarette legality are losers</span>.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
408		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
409		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
407		A	0	1	1	1 – Very low		en											
407		A	0	2	2	2		en											
407		A	0	3	3	3		en											
407		A	0	4	4	4 – Moderate		en											
407		A	0	5	5	5		en											
407		A	0	6	6	6		en											
407		A	0	7	7	7 – Very high		en											
410		Q	F	A07V4D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of patients with cigarette-induced cancer. i dont think that is a loss of money. it</span> would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette</span> legality are losers.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
